headline,link,source,is_sarcastic,is_domestic,is_foreign,is_politics
LHV: Huisartsen kunnen patiënt geen verklaring over mondkapje meegeven,https://nu.nl/coronavirus/6094332/lhv-huisartsen-kunnen-patient-geen-verklaring-over-mondkapje-meegeven.html,Nu.nl,0,1,0,0
Marco Kroon: Ga gebukt onder veroordeling voor schennispleging,https://nu.nl/binnenland/6094329/marco-kroon-ga-gebukt-onder-veroordeling-voor-schennispleging.html,Nu.nl,0,1,0,0
Slachtoffers van steekpartij in Haagse supermarkt niet in levensgevaar geweest,https://nu.nl/binnenland/6094318/slachtoffers-van-steekpartij-in-haagse-supermarkt-niet-in-levensgevaar-geweest.html,Nu.nl,0,1,0,0
OM onderzoekt rol van drugsverdachte 'Piet Costa' bij verdwijning Naima Jillal,https://nu.nl/binnenland/6094258/om-onderzoekt-rol-van-drugsverdachte-piet-costa-bij-verdwijning-naima-jillal.html,Nu.nl,0,1,0,0
Mogelijk duizenden mensen missen diagnose door uitstel reguliere zorg,https://nu.nl/coronavirus/6094282/mogelijk-duizenden-mensen-missen-diagnose-door-uitstel-reguliere-zorg.html,Nu.nl,0,1,0,0
SCP: 'Mensen met verstandelijke beperking doen minder mee in samenleving',https://nu.nl/binnenland/6094278/scp-mensen-met-verstandelijke-beperking-doen-minder-mee-in-samenleving.html,Nu.nl,0,1,0,0
Weerbericht: Grotendeels bewolkt met op meerdere plaatsen motregen,https://nu.nl/binnenland/6094275/weerbericht-grotendeels-bewolkt-met-op-meerdere-plaatsen-motregen.html,Nu.nl,0,1,0,0
Douane onderschept 421 kilo cocaïne tussen hulpmiddelen en bananen,https://nu.nl/binnenland/6094267/douane-onderschept-421-kilo-cocaine-tussen-hulpmiddelen-en-bananen.html,Nu.nl,0,1,0,0
"Belg met 1,2 miljoen euro opgepakt na poging agent in Den Haag aan te rijden",https://nu.nl/binnenland/6094197/belg-met-12-miljoen-euro-opgepakt-na-poging-agent-in-den-haag-aan-te-rijden.html,Nu.nl,0,1,0,0
Huisartsen hebben twijfels over logistiek Pfizer-vaccin vanaf 4 januari,https://nu.nl/coronavirus/6094175/huisartsen-hebben-twijfels-over-logistiek-pfizer-vaccin-vanaf-4-januari.html,Nu.nl,0,1,0,0
"Drie supermarktmedewerkers gewond bij steekpartij Den Haag, verdachte vast",https://nu.nl/binnenland/6094158/drie-supermarktmedewerkers-gewond-bij-steekpartij-den-haag-verdachte-vast.html,Nu.nl,0,1,0,0
"RIVM meldt 4.942 positieve coronatests, iets meer dan gemiddeld (4.850)",https://nu.nl/coronavirus/6094169/rivm-meldt-4942-positieve-coronatests-iets-meer-dan-gemiddeld-4850.html,Nu.nl,0,1,0,0
"Twee personen neergestoken in Haagse supermarkt, verdachte op de vlucht",https://nu.nl/binnenland/6094143/twee-personen-neergestoken-in-haagse-supermarkt-verdachte-op-de-vlucht.html,Nu.nl,0,1,0,0
Achterstand in strafrecht als gevolg van coronacrisis eind 2021 weggewerkt,https://nu.nl/binnenland/6094107/achterstand-in-strafrecht-als-gevolg-van-coronacrisis-eind-2021-weggewerkt.html,Nu.nl,0,1,0,0
Elf arrestaties in onderzoek naar invoer cocaïne via Rotterdam en Antwerpen,https://nu.nl/binnenland/6094098/elf-arrestaties-in-onderzoek-naar-invoer-cocaine-via-rotterdam-en-antwerpen.html,Nu.nl,0,1,0,0
Overvallers rammen supermarkt in Haarlem met bestelbusje,https://nu.nl/algemeen/6094088/overvallers-rammen-supermarkt-in-haarlem-met-bestelbusje.html,Nu.nl,0,1,0,0
Een op de vier rechthebbenden loopt aanvullende beurs voor studie mis,https://nu.nl/binnenland/6094056/een-op-de-vier-rechthebbenden-loopt-aanvullende-beurs-voor-studie-mis.html,Nu.nl,0,1,0,0
Weerbericht: Bewolkte en grijze decemberdag,https://nu.nl/binnenland/6094040/weerbericht-bewolkte-en-grijze-decemberdag.html,Nu.nl,0,1,0,0
Antwoorden op jullie vragen over de mondkapjesplicht,https://nu.nl/coronavirus/6093885/antwoorden-op-jullie-vragen-over-de-mondkapjesplicht.html,Nu.nl,0,1,0,0
Zorgorganisaties verwachten niet dat begin januari al gevaccineerd kan worden,https://nu.nl/coronavirus/6094006/zorgorganisaties-verwachten-niet-dat-begin-januari-al-gevaccineerd-kan-worden.html,Nu.nl,0,1,0,0
Kamer schaart zich achter Buba; oud-circusolifant mag in Nederland blijven,https://nu.nl/dieren/6093971/kamer-schaart-zich-achter-buba-oud-circusolifant-mag-in-nederland-blijven.html,Nu.nl,0,1,0,0
Mogelijk honderd skeletten in ontdekt middeleeuws massagraf Vianen,https://nu.nl/binnenland/6093976/mogelijk-honderd-skeletten-in-ontdekt-middeleeuws-massagraf-vianen.html,Nu.nl,0,1,0,0
Politie schiet man neer die brandbommen gooit naar agenten in Rheden,https://nu.nl/binnenland/6093947/politie-schiet-man-neer-die-brandbommen-gooit-naar-agenten-in-rheden.html,Nu.nl,0,1,0,0
De Jonge: Als alles meezit gaat vaccinatie in de week van 4 januari van start,https://nu.nl/coronavirus/6093942/de-jonge-als-alles-meezit-gaat-vaccinatie-in-de-week-van-4-januari-van-start.html,Nu.nl,0,1,0,0
18 jaar cel voor doorzeven Rotterdammer met kogels na vriendschapsverzoek,https://nu.nl/binnenland/6093934/18-jaar-cel-voor-doorzeven-rotterdammer-met-kogels-na-vriendschapsverzoek.html,Nu.nl,0,1,0,0
Aantal positieve coronatests (33.949) iets gedaald ten opzichte van vorige week,https://nu.nl/coronavirus/6093897/aantal-positieve-coronatests-33949-iets-gedaald-ten-opzichte-van-vorige-week.html,Nu.nl,0,1,0,0
Poederbrief aangetroffen bij waterschap in Zwolle,https://nu.nl/binnenland/6093893/poederbrief-aangetroffen-bij-waterschap-in-zwolle.html,Nu.nl,0,1,0,0
Vrouw krijgt opnieuw 20 jaar cel voor moord op echtgenoot in Fries weiland,https://nu.nl/binnenland/6093918/vrouw-krijgt-opnieuw-20-jaar-cel-voor-moord-op-echtgenoot-in-fries-weiland.html,Nu.nl,0,1,0,0
Boa's nog niet klaar om deze week mondkapjesboetes uit te delen,https://nu.nl/coronavirus/6093895/boas-nog-niet-klaar-om-deze-week-mondkapjesboetes-uit-te-delen.html,Nu.nl,0,1,0,0
"Grapperhaus keurt lid euthanasiecommissie af, D66 en VVD willen uitleg",https://nu.nl/politiek/6093874/grapperhaus-keurt-lid-euthanasiecommissie-af-d66-en-vvd-willen-uitleg.html,Nu.nl,0,1,0,0
Rijkswaterstaat laat dode dwergvinvis op Rottumerplaat vergaan,https://nu.nl/dieren/6093865/rijkswaterstaat-laat-dode-dwergvinvis-op-rottumerplaat-vergaan.html,Nu.nl,0,1,0,0
Politieauto belandt in greppel na wilde achtervolging in Twente,https://nu.nl/binnenland/6093855/politieauto-belandt-in-greppel-na-wilde-achtervolging-in-twente.html,Nu.nl,0,1,0,0
Na bericht van GGD of corona-app mag je je ook zonder klachten laten testen,https://nu.nl/coronavirus/6093697/na-bericht-van-ggd-of-corona-app-mag-je-je-ook-zonder-klachten-laten-testen.html,Nu.nl,0,1,0,0
"Weerbericht: Buien met kans op hagel, in de middag geleidelijk droger",https://nu.nl/binnenland/6093812/weerbericht-buien-met-kans-op-hagel-in-de-middag-geleidelijk-droger.html,Nu.nl,0,1,0,0
De mondkapjesplicht is een feit: hier kom je niet meer in zonder mondmasker,https://nu.nl/coronavirus/6093718/de-mondkapjesplicht-is-een-feit-hier-kom-je-niet-meer-in-zonder-mondmasker.html,Nu.nl,0,1,0,0
Defensie laat compensatieregeling chroom-6 opnieuw onderzoeken,https://nu.nl/binnenland/6093813/defensie-laat-compensatieregeling-chroom-6-opnieuw-onderzoeken.html,Nu.nl,0,1,0,0
'Ministerie wees in april aanbod uitbreiding testcapaciteit door laboratoria af',https://nu.nl/coronavirus/6093811/ministerie-wees-in-april-aanbod-uitbreiding-testcapaciteit-door-laboratoria-af.html,Nu.nl,0,1,0,0
Bruls: Winkeliers zelf verantwoordelijk voor handhaving mondkapjesplicht,https://nu.nl/coronavirus/6093800/bruls-winkeliers-zelf-verantwoordelijk-voor-handhaving-mondkapjesplicht.html,Nu.nl,0,1,0,0
Zo voorkom je dat je bril beslaat als je een mondkapje ophebt,https://nu.nl/algemeen/6093805/zo-voorkom-je-dat-je-bril-beslaat-als-je-een-mondkapje-ophebt.html,Nu.nl,0,1,0,0
Universiteit Leiden onderzoekt beschuldigingen van antisemitisme,https://nu.nl/binnenland/6093792/universiteit-leiden-onderzoekt-beschuldigingen-van-antisemitisme.html,Nu.nl,0,1,0,0
Schouten: Op nog maar vier Nederlandse bedrijven zijn nertsen aanwezig,https://nu.nl/coronavirus/6093783/schouten-op-nog-maar-vier-nederlandse-bedrijven-zijn-nertsen-aanwezig.html,Nu.nl,0,1,0,0
Excuses door kabinet en financiële compensatie voor oude Transgenderwet,https://nu.nl/politiek/6093724/excuses-door-kabinet-en-financiele-compensatie-voor-oude-transgenderwet.html,Nu.nl,0,1,0,0
Kuipers positief over coronavaccin: 'Uitzonderlijke prestatie',https://nu.nl/algemeen/6093723/kuipers-positief-over-coronavaccin-uitzonderlijke-prestatie.html,Nu.nl,0,1,0,0
Kuipers geeft update over coronasituatie in ziekenhuizen,https://nu.nl/binnenland/6093709/kuipers-geeft-update-over-coronasituatie-in-ziekenhuizen.html,Nu.nl,0,1,0,0
"RIVM meldt 4.610 positieve coronatests, minder dan gemiddeld (4.912)",https://nu.nl/coronavirus/6093705/rivm-meldt-4610-positieve-coronatests-minder-dan-gemiddeld-4912.html,Nu.nl,0,1,0,0
Bij deur Woensdrechtse burgemeester ontploft object had kracht van granaat,https://nu.nl/binnenland/6093701/bij-deur-woensdrechtse-burgemeester-ontploft-object-had-kracht-van-granaat.html,Nu.nl,0,1,0,0
Dertig jaar cel voor 'gewetenloze' liquidatie en serie aanslagen in Brabant,https://nu.nl/binnenland/6093690/dertig-jaar-cel-voor-gewetenloze-liquidatie-en-serie-aanslagen-in-brabant.html,Nu.nl,0,1,0,0
Ouders van vermoorde Laura Korsman willen onderzoek naar rol politie,https://nu.nl/binnenland/6093651/ouders-van-vermoorde-laura-korsman-willen-onderzoek-naar-rol-politie.html,Nu.nl,0,1,0,0
Groningen uitgeroepen tot gezondste stad van Nederland,https://nu.nl/binnenland/6093638/groningen-uitgeroepen-tot-gezondste-stad-van-nederland.html,Nu.nl,0,1,0,0
Tientallen treinen in regio Utrecht uitgevallen door zieke verkeersleider,https://nu.nl/binnenland/6093645/tientallen-treinen-in-regio-utrecht-uitgevallen-door-zieke-verkeersleider.html,Nu.nl,0,1,0,0
Hof legt straffen tot vijftien jaar op voor doden oudere vrouw bij overval,https://nu.nl/binnenland/6093633/hof-legt-straffen-tot-vijftien-jaar-op-voor-doden-oudere-vrouw-bij-overval.html,Nu.nl,0,1,0,0
Weerbericht: KNMI waarschuwt voor gladheid in hele land,https://nu.nl/binnenland/6093603/weerbericht-knmi-waarschuwt-voor-gladheid-in-hele-land.html,Nu.nl,0,1,0,0
"Eerste officiële vorst van het najaar gemeten: -0,2 graden in De Bilt",https://nu.nl/binnenland/6093576/eerste-officiele-vorst-van-het-najaar-gemeten-02-graden-in-de-bilt.html,Nu.nl,0,1,0,0
Aantal gemelde positieve tests (5.609) groter dan daggemiddelde (4.906),https://nu.nl/coronavirus/6093519/aantal-gemelde-positieve-tests-5609-groter-dan-daggemiddelde-4906.html,Nu.nl,0,1,0,0
Aboutaleb: Burgemeesters in Veiligheidsberaad wilden verbod Black Friday,https://nu.nl/binnenland/6093512/aboutaleb-burgemeesters-in-veiligheidsberaad-wilden-verbod-black-friday.html,Nu.nl,0,1,0,0
Weekweerbericht: Bewolking en kille temperaturen overheersen,https://nu.nl/binnenland/6093510/weekweerbericht-bewolking-en-kille-temperaturen-overheersen.html,Nu.nl,0,1,0,0
Vuurwerkbom bij huis burgemeester Woensdrecht mogelijk bewuste aanval,https://nu.nl/binnenland/6093501/vuurwerkbom-bij-huis-burgemeester-woensdrecht-mogelijk-bewuste-aanval.html,Nu.nl,0,1,0,0
Fotoalbum met kinderfoto's van verzetsheldin Hannie Schaft gevonden,https://nu.nl/binnenland/6093493/fotoalbum-met-kinderfotos-van-verzetsheldin-hannie-schaft-gevonden.html,Nu.nl,0,1,0,0
"Weerbericht: Dag begint bewolkt, 's middags opklaringen in deel van het land",https://nu.nl/binnenland/6093468/weerbericht-dag-begint-bewolkt-s-middags-opklaringen-in-deel-van-het-land.html,Nu.nl,0,1,0,0
Auto met vijf inzittenden rijdt door hek en raakt te water in Nieuw-Vennep,https://nu.nl/binnenland/6093470/auto-met-vijf-inzittenden-rijdt-door-hek-en-raakt-te-water-in-nieuw-vennep.html,Nu.nl,0,1,0,0
"ME maakt einde aan onrust op Urk, politie bekogeld met zwaar vuurwerk",https://nu.nl/binnenland/6093465/me-maakt-einde-aan-onrust-op-urk-politie-bekogeld-met-zwaar-vuurwerk.html,Nu.nl,0,1,0,0
KNMI waarschuwt voor verkeersbelemmerende mist in delen van het land,https://nu.nl/binnenland/6093457/knmi-waarschuwt-voor-verkeersbelemmerende-mist-in-delen-van-het-land.html,Nu.nl,0,1,0,0
Tientallen lopen mee met stille tocht voor aangereden Wijchenaar,https://nu.nl/binnenland/6093448/tientallen-lopen-mee-met-stille-tocht-voor-aangereden-wijchenaar.html,Nu.nl,0,1,0,0
"Vogelgriep vastgesteld bij pluimveelocatie in Mijdrecht, 300 dieren geruimd",https://nu.nl/binnenland/6093443/vogelgriep-vastgesteld-bij-pluimveelocatie-in-mijdrecht-300-dieren-geruimd.html,Nu.nl,0,1,0,0
"Rotterdam en Eindhoven sluiten winkels eerder, ook drukte in andere steden",https://nu.nl/binnenland/6093409/rotterdam-en-eindhoven-sluiten-winkels-eerder-ook-drukte-in-andere-steden.html,Nu.nl,0,1,0,0
"Politieactie tegen vuurwerkoverlast in Helmond, negen aanhoudingen",https://nu.nl/binnenland/6093387/politieactie-tegen-vuurwerkoverlast-in-helmond-negen-aanhoudingen.html,Nu.nl,0,1,0,0
"Agenten belaagd bij illegaal feest in Den Haag, twee personen opgepakt",https://nu.nl/coronavirus/6093379/agenten-belaagd-bij-illegaal-feest-in-den-haag-twee-personen-opgepakt.html,Nu.nl,0,1,0,0
Gemeenten roepen op niet naar winkelgebieden te komen,https://nu.nl/coronavirus/6093370/gemeenten-roepen-op-niet-naar-winkelgebieden-te-komen.html,Nu.nl,0,1,0,0
'Aantal meldingen van discriminatie op universiteiten in 2 jaar verdubbeld',https://nu.nl/binnenland/6093347/aantal-meldingen-van-discriminatie-op-universiteiten-in-2-jaar-verdubbeld.html,Nu.nl,0,1,0,0
"Weerbericht: Grijs in het noorden, zonnig in het zuiden",https://nu.nl/binnenland/6093343/weerbericht-grijs-in-het-noorden-zonnig-in-het-zuiden.html,Nu.nl,0,1,0,0
Preventief fouilleren en brieven aan ouders in strijd tegen vuurwerkoverlast,https://nu.nl/binnenland/6093342/preventief-fouilleren-en-brieven-aan-ouders-in-strijd-tegen-vuurwerkoverlast.html,Nu.nl,0,1,0,0
Eeuwenoud ridderzwaard gevonden bij opgraving in Nieuwegein,https://nu.nl/binnenland/6093333/eeuwenoud-ridderzwaard-gevonden-bij-opgraving-in-nieuwegein.html,Nu.nl,0,1,0,0
'Rutte probeerde onderzoek naar steun Syrische rebellen tegen te houden',https://nu.nl/politiek/6093327/rutte-probeerde-onderzoek-naar-steun-syrische-rebellen-tegen-te-houden.html,Nu.nl,0,1,0,0
Drone roept winkelend publiek op naar huis te gaan in Rotterdam,https://nu.nl/coronavirus/6093326/drone-roept-winkelend-publiek-op-naar-huis-te-gaan-in-rotterdam.html,Nu.nl,0,1,0,0
Plan fiscus: elke vordering vanaf 3.000 euro al het label Opzet/Grove Schuld,https://nu.nl/binnenland/6093320/plan-fiscus-elke-vordering-vanaf-3000-euro-al-het-label-opzetgrove-schuld.html,Nu.nl,0,1,0,0
"Rotterdam sluit alle winkels om drukte, in andere steden waarschuwingen",https://nu.nl/binnenland/6093306/rotterdam-sluit-alle-winkels-om-drukte-in-andere-steden-waarschuwingen.html,Nu.nl,0,1,0,0
Groninger aangehouden na tonen wapens in tv-programma Danny op straat,https://nu.nl/binnenland/6093301/groninger-aangehouden-na-tonen-wapens-in-tv-programma-danny-op-straat.html,Nu.nl,0,1,0,0
Diverse broodproducten Jumbo uit de schappen vanwege stukjes plastic,https://nu.nl/binnenland/6093297/diverse-broodproducten-jumbo-uit-de-schappen-vanwege-stukjes-plastic.html,Nu.nl,0,1,0,0
Weerbericht: 'Dit weekend mogelijk temperaturen onder de nul',https://nu.nl/binnenland/6093287/weerbericht-dit-weekend-mogelijk-temperaturen-onder-de-nul.html,Nu.nl,0,1,0,0
"RIVM: Lager opgeleiden voelen coronacrisis het ergst, ook na de pandemie",https://nu.nl/binnenland/6093264/rivm-lager-opgeleiden-voelen-coronacrisis-het-ergst-ook-na-de-pandemie.html,Nu.nl,0,1,0,0
Weekendweerbericht: Kans op de eerste officiële vorstdag van dit seizoen,https://nu.nl/binnenland/6093256/weekendweerbericht-kans-op-de-eerste-officiele-vorstdag-van-dit-seizoen.html,Nu.nl,0,1,0,0
Toezichthouder NZa: Inhaalslag van ziekenhuiszorg leek in oktober voorbij,https://nu.nl/coronavirus/6093238/toezichthouder-nza-inhaalslag-van-ziekenhuiszorg-leek-in-oktober-voorbij.html,Nu.nl,0,1,0,0
Aantal gemelde positieve tests (5.790) groter dan daggemiddelde (5.101),https://nu.nl/coronavirus/6093228/aantal-gemelde-positieve-tests-5790-groter-dan-daggemiddelde-5101.html,Nu.nl,0,1,0,0
'Schouten wacht af of Kamer oud-circusolifant in Nederland wil houden',https://nu.nl/binnenland/6093205/schouten-wacht-af-of-kamer-oud-circusolifant-in-nederland-wil-houden.html,Nu.nl,0,1,0,0
Oud-leerlinge Emmauscollege eist einde vervolging in spotprentzaak,https://nu.nl/binnenland/6093183/oud-leerlinge-emmauscollege-eist-einde-vervolging-in-spotprentzaak.html,Nu.nl,0,1,0,0
Europese FVD-fractie: Baudet en Jansen deden antisemitische en racistische uitspraken,https://nu.nl/politiek/6093188/europese-fvd-fractie-baudet-en-jansen-deden-antisemitische-en-racistische-uitspraken.html,Nu.nl,0,1,0,0
"Deze (snel)wegen, treinstations en trajecten in jouw buurt worden aangepakt",https://nu.nl/binnenland/6093153/deze-snelwegen-treinstations-en-trajecten-in-jouw-buurt-worden-aangepakt.html,Nu.nl,0,1,0,0
Syriëganger Angela B. meldt zich bij consulaat in Turkije,https://nu.nl/binnenland/6093137/syrieganger-angela-b-meldt-zich-bij-consulaat-in-turkije.html,Nu.nl,0,1,0,0
Weerbericht: Bewolkt met in het zuiden kans op zon,https://nu.nl/binnenland/6093117/weerbericht-bewolkt-met-in-het-zuiden-kans-op-zon.html,Nu.nl,0,1,0,0
Nederland blijft 'coronamiddel' remdesivir gebruiken ondanks afraden WHO,https://nu.nl/coronavirus/6093115/nederland-blijft-coronamiddel-remdesivir-gebruiken-ondanks-afraden-who.html,Nu.nl,0,1,0,0
